timestamp,gpu_id,name,utilization_gpu_pct,utilization_mem_pct,memory_used_mib,memory_total_mib,temperature_gpu_c,power_draw_w
2026/03/25 21:11:43.873,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,42,70.47
2026/03/25 21:12:13.921,0,NVIDIA GeForce RTX 4090,62,43,2520,24564,46,321.11
2026/03/25 21:12:13.931,1,NVIDIA GeForce RTX 4080,84,57,14149,16376,54,272.46
2026/03/25 21:12:43.982,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.41
2026/03/25 21:12:43.987,1,NVIDIA GeForce RTX 4080,10,9,14149,16376,41,57.05
2026/03/25 21:13:14.038,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,68.41
2026/03/25 21:13:14.043,1,NVIDIA GeForce RTX 4080,21,21,14149,16376,42,74.27
2026/03/25 21:13:44.093,0,NVIDIA GeForce RTX 4090,73,51,2520,24564,47,337.75
2026/03/25 21:13:44.100,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,42,76.50
2026/03/25 21:14:14.149,0,NVIDIA GeForce RTX 4090,43,29,2520,24564,43,119.05
2026/03/25 21:14:14.157,1,NVIDIA GeForce RTX 4080,78,52,14149,16376,56,265.17
2026/03/25 21:14:44.199,0,NVIDIA GeForce RTX 4090,68,48,2520,24564,45,147.75
2026/03/25 21:14:44.210,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,70.67
2026/03/25 21:15:14.255,0,NVIDIA GeForce RTX 4090,74,52,2520,24564,44,169.81
2026/03/25 21:15:14.263,1,NVIDIA GeForce RTX 4080,83,56,14149,16376,54,184.83
2026/03/25 21:15:44.316,0,NVIDIA GeForce RTX 4090,77,53,2520,24564,46,345.46
2026/03/25 21:15:44.322,1,NVIDIA GeForce RTX 4080,82,54,14149,16376,54,146.62
2026/03/25 21:16:14.384,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,72.67
2026/03/25 21:16:14.389,1,NVIDIA GeForce RTX 4080,82,55,14149,16376,54,274.99
2026/03/25 21:16:44.441,0,NVIDIA GeForce RTX 4090,2,2,2520,24564,39,255.57
2026/03/25 21:16:44.450,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,75.24
2026/03/25 21:17:14.500,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,66.89
2026/03/25 21:17:14.506,1,NVIDIA GeForce RTX 4080,17,16,14149,16376,40,61.40
2026/03/25 21:17:44.556,0,NVIDIA GeForce RTX 4090,70,49,2520,24564,47,327.28
2026/03/25 21:17:44.564,1,NVIDIA GeForce RTX 4080,42,28,14149,16376,44,235.20
2026/03/25 21:18:14.615,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.36
2026/03/25 21:18:14.622,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,57.36
2026/03/25 21:18:44.664,0,NVIDIA GeForce RTX 4090,72,50,2520,24564,44,322.31
2026/03/25 21:18:44.675,1,NVIDIA GeForce RTX 4080,76,51,14149,16376,57,262.85
2026/03/25 21:19:14.761,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.02
2026/03/25 21:19:14.766,1,NVIDIA GeForce RTX 4080,79,53,14149,16376,53,196.29
2026/03/25 21:19:44.852,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,120.18
2026/03/25 21:19:44.856,1,NVIDIA GeForce RTX 4080,84,61,14149,16376,52,101.81
2026/03/25 21:20:14.908,0,NVIDIA GeForce RTX 4090,14,9,2520,24564,38,90.31
2026/03/25 21:20:14.915,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,60.71
2026/03/25 21:20:44.967,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,34,69.37
2026/03/25 21:20:44.975,1,NVIDIA GeForce RTX 4080,69,47,14149,16376,50,265.81
2026/03/25 21:21:15.027,0,NVIDIA GeForce RTX 4090,73,51,2520,24564,43,343.33
2026/03/25 21:21:15.034,1,NVIDIA GeForce RTX 4080,10,9,14149,16376,41,139.67
2026/03/25 21:21:45.088,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,129.16
2026/03/25 21:21:45.094,1,NVIDIA GeForce RTX 4080,79,54,14149,16376,56,259.96
2026/03/25 21:22:15.149,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,35,68.24
2026/03/25 21:22:15.155,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,60.76
2026/03/25 21:22:45.196,0,NVIDIA GeForce RTX 4090,73,51,2520,24564,46,333.51
2026/03/25 21:22:45.203,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,41,99.35
2026/03/25 21:23:15.252,0,NVIDIA GeForce RTX 4090,68,47,2520,24564,44,160.57
2026/03/25 21:23:15.288,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,63.79
2026/03/25 21:23:45.331,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,77.78
2026/03/25 21:23:45.336,1,NVIDIA GeForce RTX 4080,10,9,14149,16376,40,57.43
2026/03/25 21:24:15.392,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.04
2026/03/25 21:24:15.398,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,57.38
2026/03/25 21:24:45.448,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.11
2026/03/25 21:24:45.454,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,39,56.97
2026/03/25 21:25:15.507,0,NVIDIA GeForce RTX 4090,71,50,2520,24564,47,324.22
2026/03/25 21:25:15.517,1,NVIDIA GeForce RTX 4080,82,54,14149,16376,55,271.58
2026/03/25 21:25:45.569,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.27
2026/03/25 21:25:45.574,1,NVIDIA GeForce RTX 4080,1,1,14149,16376,40,65.97
2026/03/25 21:26:15.624,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,71.94
2026/03/25 21:26:15.629,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,59.94
2026/03/25 21:26:45.688,0,NVIDIA GeForce RTX 4090,68,47,2520,24564,41,106.48
2026/03/25 21:26:45.695,1,NVIDIA GeForce RTX 4080,52,36,14149,16376,49,204.62
2026/03/25 21:27:15.746,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.32
2026/03/25 21:27:15.752,1,NVIDIA GeForce RTX 4080,79,54,14149,16376,53,264.34
2026/03/25 21:27:45.801,0,NVIDIA GeForce RTX 4090,67,46,2520,24564,44,335.88
2026/03/25 21:27:45.809,1,NVIDIA GeForce RTX 4080,69,45,14149,16376,52,87.43
2026/03/25 21:28:15.907,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.49
2026/03/25 21:28:15.913,1,NVIDIA GeForce RTX 4080,21,21,14149,16376,40,60.03
2026/03/25 21:28:45.965,0,NVIDIA GeForce RTX 4090,71,50,2520,24564,44,328.20
2026/03/25 21:28:45.972,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,41,76.08
2026/03/25 21:29:16.007,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,104.94
2026/03/25 21:29:16.012,1,NVIDIA GeForce RTX 4080,88,65,14149,16376,58,261.79
2026/03/25 21:29:46.054,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,68.07
2026/03/25 21:29:46.060,1,NVIDIA GeForce RTX 4080,82,54,14149,16376,53,129.18
2026/03/25 21:30:16.130,0,NVIDIA GeForce RTX 4090,2,1,2520,24564,38,269.08
2026/03/25 21:30:16.140,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,41,62.52
2026/03/25 21:30:46.192,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,38,151.02
2026/03/25 21:30:46.198,1,NVIDIA GeForce RTX 4080,76,51,14149,16376,55,266.00
2026/03/25 21:31:16.246,0,NVIDIA GeForce RTX 4090,75,52,2520,24564,44,199.98
2026/03/25 21:31:16.252,1,NVIDIA GeForce RTX 4080,81,54,14149,16376,56,271.62
2026/03/25 21:31:46.302,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,39,112.90
2026/03/25 21:31:46.306,1,NVIDIA GeForce RTX 4080,21,21,14149,16376,42,73.83
2026/03/25 21:32:16.345,0,NVIDIA GeForce RTX 4090,67,47,2520,24564,45,347.65
2026/03/25 21:32:16.352,1,NVIDIA GeForce RTX 4080,83,55,14149,16376,52,122.51
2026/03/25 21:32:46.434,0,NVIDIA GeForce RTX 4090,61,42,2520,24564,44,115.86
2026/03/25 21:32:46.442,1,NVIDIA GeForce RTX 4080,75,50,14149,16376,57,271.53
2026/03/25 21:33:16.547,0,NVIDIA GeForce RTX 4090,69,48,2520,24564,46,318.39
2026/03/25 21:33:16.556,1,NVIDIA GeForce RTX 4080,10,9,14149,16376,43,76.51
2026/03/25 21:33:46.607,0,NVIDIA GeForce RTX 4090,68,47,2520,24564,43,319.23
2026/03/25 21:33:46.615,1,NVIDIA GeForce RTX 4080,10,9,14149,16376,42,88.06
2026/03/25 21:34:16.658,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,71.13
2026/03/25 21:34:16.662,1,NVIDIA GeForce RTX 4080,76,51,14149,16376,55,261.76
2026/03/25 21:34:46.738,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,66.12
2026/03/25 21:34:46.743,1,NVIDIA GeForce RTX 4080,21,21,14149,16376,42,68.74
2026/03/25 21:35:16.782,0,NVIDIA GeForce RTX 4090,74,51,2520,24564,45,190.17
2026/03/25 21:35:16.789,1,NVIDIA GeForce RTX 4080,80,52,14149,16376,55,272.00
2026/03/25 21:35:46.843,0,NVIDIA GeForce RTX 4090,73,51,2520,24564,44,320.65
2026/03/25 21:35:46.851,1,NVIDIA GeForce RTX 4080,66,51,14149,16376,45,207.51
2026/03/25 21:36:16.901,0,NVIDIA GeForce RTX 4090,35,25,2520,24564,39,301.02
2026/03/25 21:36:16.908,1,NVIDIA GeForce RTX 4080,83,57,14149,16376,59,268.34
2026/03/25 21:36:46.965,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.60
2026/03/25 21:36:46.971,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,41,57.15
2026/03/25 21:37:17.020,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,68.54
2026/03/25 21:37:17.027,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,41,60.90
2026/03/25 21:37:47.078,0,NVIDIA GeForce RTX 4090,74,52,2520,24564,44,160.72
2026/03/25 21:37:47.085,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,62.08
2026/03/25 21:38:17.135,0,NVIDIA GeForce RTX 4090,70,48,2520,24564,43,150.01
2026/03/25 21:38:17.142,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,62.40
2026/03/25 21:38:47.190,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,77.32
2026/03/25 21:38:47.196,1,NVIDIA GeForce RTX 4080,82,55,14149,16376,57,275.16
2026/03/25 21:39:17.248,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,39,301.78
2026/03/25 21:39:17.255,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,60.47
2026/03/25 21:39:47.303,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.59
2026/03/25 21:39:47.310,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,56.82
2026/03/25 21:40:17.359,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,68.70
2026/03/25 21:40:17.366,1,NVIDIA GeForce RTX 4080,10,9,14149,16376,43,180.82
2026/03/25 21:40:47.419,0,NVIDIA GeForce RTX 4090,67,47,2520,24564,43,176.71
2026/03/25 21:40:47.426,1,NVIDIA GeForce RTX 4080,80,53,14149,16376,53,262.32
2026/03/25 21:41:17.478,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,68.47
2026/03/25 21:41:17.483,1,NVIDIA GeForce RTX 4080,21,21,14149,16376,40,61.69
2026/03/25 21:41:47.536,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,38,109.75
2026/03/25 21:41:47.541,1,NVIDIA GeForce RTX 4080,82,55,14149,16376,53,270.95
2026/03/25 21:42:17.593,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,39,267.01
2026/03/25 21:42:17.617,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,42,113.41
2026/03/25 21:42:47.655,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,38,217.77
2026/03/25 21:42:47.666,1,NVIDIA GeForce RTX 4080,75,52,14149,16376,54,262.16
2026/03/25 21:43:17.714,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,104.53
2026/03/25 21:43:17.718,1,NVIDIA GeForce RTX 4080,6,3,14149,16376,43,184.99
2026/03/25 21:43:47.772,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,38,158.35
2026/03/25 21:43:47.777,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,41,66.86
2026/03/25 21:44:17.826,0,NVIDIA GeForce RTX 4090,74,52,2520,24564,44,317.06
2026/03/25 21:44:17.833,1,NVIDIA GeForce RTX 4080,34,30,14149,16376,45,234.39
2026/03/25 21:44:47.884,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.72
2026/03/25 21:44:47.890,1,NVIDIA GeForce RTX 4080,63,42,14149,16376,51,86.36
2026/03/25 21:45:17.954,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,73.41
2026/03/25 21:45:17.960,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,57.64
2026/03/25 21:45:48.014,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.85
2026/03/25 21:45:48.020,1,NVIDIA GeForce RTX 4080,10,9,14149,16376,41,60.02
2026/03/25 21:46:18.070,0,NVIDIA GeForce RTX 4090,65,46,2520,24564,44,319.11
2026/03/25 21:46:18.083,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,60.81
2026/03/25 21:46:48.135,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,77.08
2026/03/25 21:46:48.140,1,NVIDIA GeForce RTX 4080,75,50,14149,16376,51,126.24
2026/03/25 21:47:18.191,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,66.50
2026/03/25 21:47:18.196,1,NVIDIA GeForce RTX 4080,21,21,14149,16376,39,60.37
2026/03/25 21:47:48.238,0,NVIDIA GeForce RTX 4090,69,48,2520,24564,45,158.45
2026/03/25 21:47:48.245,1,NVIDIA GeForce RTX 4080,82,60,14149,16376,53,256.92
2026/03/25 21:48:18.297,0,NVIDIA GeForce RTX 4090,73,51,2520,24564,46,332.43
2026/03/25 21:48:18.307,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,43,194.40
2026/03/25 21:48:48.353,0,NVIDIA GeForce RTX 4090,45,30,2520,24564,40,229.38
2026/03/25 21:48:48.361,1,NVIDIA GeForce RTX 4080,81,54,14149,16376,52,266.86
2026/03/25 21:49:18.409,0,NVIDIA GeForce RTX 4090,67,48,2520,24564,42,151.63
2026/03/25 21:49:18.416,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,39,59.01
2026/03/25 21:49:48.467,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,67.03
2026/03/25 21:49:48.473,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,60.18
2026/03/25 21:50:18.523,0,NVIDIA GeForce RTX 4090,75,52,2520,24564,42,193.36
2026/03/25 21:50:18.530,1,NVIDIA GeForce RTX 4080,79,52,14149,16376,53,267.29
2026/03/25 21:50:48.597,0,NVIDIA GeForce RTX 4090,70,48,2520,24564,45,328.79
2026/03/25 21:50:48.605,1,NVIDIA GeForce RTX 4080,78,52,14149,16376,55,212.91
2026/03/25 21:51:18.657,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,77.86
2026/03/25 21:51:18.663,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,41,71.40
2026/03/25 21:51:48.716,0,NVIDIA GeForce RTX 4090,71,49,2520,24564,39,305.41
2026/03/25 21:51:48.722,1,NVIDIA GeForce RTX 4080,81,54,14149,16376,57,267.03
2026/03/25 21:52:18.777,0,NVIDIA GeForce RTX 4090,55,39,2520,24564,44,303.61
2026/03/25 21:52:18.786,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,41,71.37
2026/03/25 21:52:48.835,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.39
2026/03/25 21:52:48.840,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,68.34
2026/03/25 21:53:18.892,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.26
2026/03/25 21:53:18.897,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,60.26
2026/03/25 21:53:48.947,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.20
2026/03/25 21:53:48.952,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,42,74.27
2026/03/25 21:54:19.004,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,108.68
2026/03/25 21:54:19.009,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,57.38
2026/03/25 21:54:49.061,0,NVIDIA GeForce RTX 4090,74,51,2520,24564,45,328.10
2026/03/25 21:54:49.069,1,NVIDIA GeForce RTX 4080,54,37,14149,16376,49,198.96
2026/03/25 21:55:19.108,0,NVIDIA GeForce RTX 4090,64,45,2520,24564,41,330.44
2026/03/25 21:55:19.115,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,42,73.24
2026/03/25 21:55:49.163,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,71.41
2026/03/25 21:55:49.168,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,42,74.39
2026/03/25 21:56:19.222,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,38,108.45
2026/03/25 21:56:19.227,1,NVIDIA GeForce RTX 4080,80,54,14149,16376,54,216.07
2026/03/25 21:56:49.278,0,NVIDIA GeForce RTX 4090,21,14,2520,24564,39,278.57
2026/03/25 21:56:49.286,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,63.18
2026/03/25 21:57:19.325,0,NVIDIA GeForce RTX 4090,43,29,2520,24564,40,227.65
2026/03/25 21:57:19.332,1,NVIDIA GeForce RTX 4080,81,54,14149,16376,55,260.91
2026/03/25 21:57:49.379,0,NVIDIA GeForce RTX 4090,65,45,2520,24564,44,112.49
2026/03/25 21:57:49.389,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,49,69.91
2026/03/25 21:58:19.454,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,38,112.14
2026/03/25 21:58:19.461,1,NVIDIA GeForce RTX 4080,84,56,14149,16376,56,270.10
2026/03/25 21:58:49.518,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,122.31
2026/03/25 21:58:49.522,1,NVIDIA GeForce RTX 4080,11,7,14149,16376,44,243.77
2026/03/25 21:59:19.565,0,NVIDIA GeForce RTX 4090,39,26,2520,24564,37,230.02
2026/03/25 21:59:19.570,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,39,62.53
2026/03/25 21:59:49.620,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,35,67.20
2026/03/25 21:59:49.629,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,42,75.08
2026/03/25 22:00:19.680,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,117.98
2026/03/25 22:00:19.685,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,57.15
2026/03/25 22:00:49.737,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,211.29
2026/03/25 22:00:49.744,1,NVIDIA GeForce RTX 4080,82,55,14149,16376,53,274.60
2026/03/25 22:01:19.796,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,76.61
2026/03/25 22:01:19.802,1,NVIDIA GeForce RTX 4080,76,51,14149,16376,56,272.17
2026/03/25 22:01:49.905,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.63
2026/03/25 22:01:49.910,1,NVIDIA GeForce RTX 4080,21,21,14149,16376,40,59.89
2026/03/25 22:02:19.951,0,NVIDIA GeForce RTX 4090,68,48,2520,24564,45,184.80
2026/03/25 22:02:19.982,1,NVIDIA GeForce RTX 4080,7,8,14149,16376,41,62.35
2026/03/25 22:02:50.029,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.19
2026/03/25 22:02:50.034,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,39,59.85
2026/03/25 22:03:20.087,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.41
2026/03/25 22:03:20.093,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,42,102.52
2026/03/25 22:03:50.145,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.81
2026/03/25 22:03:50.155,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,39,57.04
2026/03/25 22:04:20.204,0,NVIDIA GeForce RTX 4090,66,46,2520,24564,40,306.09
2026/03/25 22:04:20.210,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,41,73.09
2026/03/25 22:04:50.261,0,NVIDIA GeForce RTX 4090,1,0,2520,24564,38,73.59
2026/03/25 22:04:50.267,1,NVIDIA GeForce RTX 4080,76,51,14149,16376,57,259.20
2026/03/25 22:05:20.320,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.90
2026/03/25 22:05:20.325,1,NVIDIA GeForce RTX 4080,16,18,14149,16376,40,59.67
2026/03/25 22:05:50.373,0,NVIDIA GeForce RTX 4090,67,47,2520,24564,45,317.45
2026/03/25 22:05:50.380,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,42,76.64
2026/03/25 22:06:20.429,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,71.80
2026/03/25 22:06:20.435,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,57.17
2026/03/25 22:06:50.482,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.24
2026/03/25 22:06:50.488,1,NVIDIA GeForce RTX 4080,79,53,14149,16376,56,274.64
2026/03/25 22:07:20.529,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,65.84
2026/03/25 22:07:20.536,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,57.00
2026/03/25 22:07:50.590,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,66.71
2026/03/25 22:07:50.595,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,41,65.74
2026/03/25 22:08:20.655,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,95.09
2026/03/25 22:08:20.664,1,NVIDIA GeForce RTX 4080,33,22,14149,16376,43,101.17
2026/03/25 22:08:50.719,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,72.40
2026/03/25 22:08:50.725,1,NVIDIA GeForce RTX 4080,82,54,14149,16376,57,274.33
2026/03/25 22:09:20.775,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.68
2026/03/25 22:09:20.781,1,NVIDIA GeForce RTX 4080,85,57,14149,16376,52,166.07
2026/03/25 22:09:50.839,0,NVIDIA GeForce RTX 4090,72,50,2520,24564,45,140.11
2026/03/25 22:09:50.848,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,41,58.58
2026/03/25 22:10:20.899,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,35,67.81
2026/03/25 22:10:20.906,1,NVIDIA GeForce RTX 4080,0,0,14149,16376,40,53.98
2026/03/25 22:10:50.960,0,NVIDIA GeForce RTX 4090,62,43,2520,24564,43,177.55
2026/03/25 22:10:50.966,1,NVIDIA GeForce RTX 4080,0,1,14149,16376,36,33.46
2026/03/25 22:11:21.030,0,NVIDIA GeForce RTX 4090,65,45,2520,24564,42,299.77
2026/03/25 22:11:21.049,1,NVIDIA GeForce RTX 4080,67,43,2476,16376,49,71.96
2026/03/25 22:11:51.102,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,183.13
2026/03/25 22:11:51.107,1,NVIDIA GeForce RTX 4080,85,56,2476,16376,55,278.52
2026/03/25 22:12:21.156,0,NVIDIA GeForce RTX 4090,73,51,2520,24564,45,156.46
2026/03/25 22:12:21.164,1,NVIDIA GeForce RTX 4080,57,40,2476,16376,48,201.13
2026/03/25 22:12:51.218,0,NVIDIA GeForce RTX 4090,69,48,2520,24564,44,301.97
2026/03/25 22:12:51.230,1,NVIDIA GeForce RTX 4080,0,0,2476,16376,40,62.40
2026/03/25 22:13:21.281,0,NVIDIA GeForce RTX 4090,64,44,2520,24564,44,272.68
2026/03/25 22:13:21.290,1,NVIDIA GeForce RTX 4080,80,53,2476,16376,54,271.32
2026/03/25 22:13:51.343,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,199.54
2026/03/25 22:13:51.347,1,NVIDIA GeForce RTX 4080,0,0,2476,16376,42,173.57
2026/03/25 22:14:21.397,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,78.52
2026/03/25 22:14:21.402,1,NVIDIA GeForce RTX 4080,83,55,2476,16376,52,140.16
2026/03/25 22:14:51.454,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,81.50
2026/03/25 22:14:51.459,1,NVIDIA GeForce RTX 4080,0,0,2476,16376,39,53.77
2026/03/25 22:15:21.507,0,NVIDIA GeForce RTX 4090,46,31,2520,24564,41,230.90
2026/03/25 22:15:21.513,1,NVIDIA GeForce RTX 4080,73,48,2476,16376,53,256.71
2026/03/25 22:15:51.571,0,NVIDIA GeForce RTX 4090,71,49,2520,24564,43,177.37
2026/03/25 22:15:51.598,1,NVIDIA GeForce RTX 4080,0,0,2476,16376,42,157.95
2026/03/25 22:16:21.650,0,NVIDIA GeForce RTX 4090,32,23,2520,24564,41,97.06
2026/03/25 22:16:21.658,1,NVIDIA GeForce RTX 4080,85,57,2476,16376,55,279.77
2026/03/25 22:16:51.709,0,NVIDIA GeForce RTX 4090,78,54,2520,24564,45,336.72
2026/03/25 22:16:51.717,1,NVIDIA GeForce RTX 4080,82,54,2476,16376,56,144.07
2026/03/25 22:17:21.765,0,NVIDIA GeForce RTX 4090,79,55,2520,24564,44,361.89
2026/03/25 22:17:21.772,1,NVIDIA GeForce RTX 4080,83,54,2476,16376,51,102.57
2026/03/25 22:17:51.830,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,67.28
2026/03/25 22:17:51.835,1,NVIDIA GeForce RTX 4080,0,0,2476,16376,39,54.74
2026/03/25 22:18:21.886,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,77.91
2026/03/25 22:18:21.892,1,NVIDIA GeForce RTX 4080,82,54,2476,16376,56,277.41
2026/03/25 22:18:51.953,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,75.97
2026/03/25 22:18:51.959,1,NVIDIA GeForce RTX 4080,72,48,2476,16376,55,175.35
2026/03/25 22:19:22.012,0,NVIDIA GeForce RTX 4090,68,48,2520,24564,45,328.77
2026/03/25 22:19:22.022,1,NVIDIA GeForce RTX 4080,0,0,2476,16376,42,89.57
2026/03/25 22:19:52.070,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,37,122.16
2026/03/25 22:19:52.074,1,NVIDIA GeForce RTX 4080,0,0,2476,16376,40,67.20
2026/03/25 22:20:22.128,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,38,143.35
2026/03/25 22:20:22.132,1,NVIDIA GeForce RTX 4080,85,57,2476,16376,57,279.93
2026/03/25 22:20:52.185,0,NVIDIA GeForce RTX 4090,0,0,2520,24564,36,66.67
2026/03/25 22:20:52.190,1,NVIDIA GeForce RTX 4080,0,0,2476,16376,40,54.17
2026/03/25 22:21:22.228,0,NVIDIA GeForce RTX 4090,68,48,2520,24564,43,128.31
