0001 | 23:46:17 |  25.3s | 1.0e-04 | 0.2025 | 0.7638 | 0.2749 | 0.1624 | 0.1271 | 0.6497 | 0.6193 | 0.3100
0002 | 23:46:58 |  25.5s | 1.0e-04 | 0.1132 | 0.7927 | 0.5416 | 0.3730 | 0.1022 | 0.7954 | 0.5746 | 0.3730
0003 | 23:47:42 |  11.0s | 1.0e-04 | 0.1045 | 0.8171 | 0.6054 | 0.4150 | 0.0950 | 0.8079 | 0.6142 | 0.3932
0004 | 23:48:09 |  25.6s | 1.0e-04 | 0.0978 | 0.8307 | 0.6398 | 0.4468 | 0.0917 | 0.8045 | 0.6481 | 0.4128
0005 | 23:48:53 |  10.9s | 1.0e-04 | 0.0929 | 0.8401 | 0.6597 | 0.4645 | 0.0872 | 0.8184 | 0.6553 | 0.4219
0006 | 23:49:20 |  22.7s | 1.0e-04 | 0.0900 | 0.8466 | 0.6776 | 0.4877 | 0.0842 | 0.8192 | 0.6796 | 0.4419
0007 | 23:49:58 |  11.0s | 1.0e-04 | 0.0878 | 0.8512 | 0.6902 | 0.5060 | 0.0833 | 0.8291 | 0.6932 | 0.4771
0008 | 23:50:25 |  23.6s | 1.0e-04 | 0.0851 | 0.8548 | 0.7034 | 0.5273 | 0.0802 | 0.8392 | 0.6934 | 0.4879
0009 | 23:51:04 |  10.8s | 1.0e-04 | 0.0848 | 0.8550 | 0.7050 | 0.5284 | 0.0795 | 0.8416 | 0.6999 | 0.4916
0010 | 23:51:29 |  22.3s | 1.0e-04 | 0.0811 | 0.8611 | 0.7162 | 0.5460 | 0.0773 | 0.8454 | 0.7140 | 0.5186
0011 | 23:52:07 |  11.0s | 1.0e-04 | 0.0784 | 0.8645 | 0.7281 | 0.5729 | 0.0764 | 0.8321 | 0.7339 | 0.5252
0012 | 23:52:37 |  23.0s | 1.0e-04 | 0.0770 | 0.8673 | 0.7370 | 0.5862 | 0.0744 | 0.8682 | 0.7087 | 0.5423
0013 | 23:53:18 |  11.6s | 1.0e-04 | 0.0773 | 0.8685 | 0.7433 | 0.6014 | 0.0733 | 0.8646 | 0.7212 | 0.5509
0014 | 23:53:48 |  24.2s | 1.0e-04 | 0.0747 | 0.8713 | 0.7514 | 0.6167 | 0.0725 | 0.8288 | 0.7535 | 0.5386
0015 | 23:54:30 |  11.2s | 1.0e-04 | 0.0807 | 0.8722 | 0.7560 | 0.6282 | 0.2392 | 0.3910 | 0.9400 | 0.5080
0016 | 23:55:01 |  25.7s | 1.0e-04 | 0.0826 | 0.8518 | 0.7316 | 0.5660 | 0.0727 | 0.8568 | 0.7329 | 0.5563
0017 | 23:55:44 |  11.2s | 1.0e-04 | 0.0815 | 0.8666 | 0.7418 | 0.6010 | 0.0727 | 0.8487 | 0.7481 | 0.5667
0018 | 23:56:16 |  28.6s | 1.0e-04 | 0.0716 | 0.8741 | 0.7525 | 0.6190 | 0.0702 | 0.8698 | 0.7189 | 0.5562
0019 | 23:57:04 |  11.5s | 1.0e-04 | 0.0701 | 0.8745 | 0.7565 | 0.6296 | 0.0705 | 0.8514 | 0.7513 | 0.5690
0020 | 23:57:32 |  27.0s | 1.0e-04 | 0.0701 | 0.8769 | 0.7640 | 0.6455 | 0.0693 | 0.8558 | 0.7420 | 0.5607
0021 | 23:58:18 |  11.4s | 1.0e-04 | 0.0707 | 0.8769 | 0.7671 | 0.6531 | 0.0691 | 0.8570 | 0.7505 | 0.5780
0022 | 23:58:48 |  24.3s | 1.0e-04 | 0.0688 | 0.8763 | 0.7658 | 0.6486 | 0.0687 | 0.8737 | 0.7344 | 0.5882
0023 | 23:59:29 |  11.1s | 1.0e-04 | 0.0678 | 0.8768 | 0.7654 | 0.6463 | 0.0675 | 0.8783 | 0.7316 | 0.5938
0024 | 23:59:56 |  25.7s | 1.0e-04 | 0.0764 | 0.8753 | 0.7639 | 0.6453 | 0.0675 | 0.8616 | 0.7538 | 0.5994
0025 | 00:00:37 |  11.2s | 1.0e-04 | 0.0677 | 0.8776 | 0.7698 | 0.6577 | 0.0663 | 0.8701 | 0.7428 | 0.5956
0026 | 00:01:08 |  22.3s | 1.0e-04 | 0.0668 | 0.8798 | 0.7755 | 0.6736 | 0.0674 | 0.8653 | 0.7592 | 0.6101
0027 | 00:01:48 |  11.4s | 1.0e-04 | 0.0659 | 0.8816 | 0.7793 | 0.6808 | 0.0681 | 0.8478 | 0.7773 | 0.6161
0028 | 00:02:15 |  26.7s | 1.0e-04 | 0.0665 | 0.8824 | 0.7837 | 0.6913 | 0.0660 | 0.8719 | 0.7556 | 0.6174
0029 | 00:02:59 |  11.0s | 1.0e-04 | 0.0668 | 0.8816 | 0.7839 | 0.6925 | 0.0651 | 0.8463 | 0.7824 | 0.6164
0030 | 00:03:30 |  26.5s | 1.0e-04 | 0.0664 | 0.8837 | 0.7902 | 0.7088 | 0.0655 | 0.8546 | 0.7812 | 0.6291
0031 | 00:04:14 |  11.2s | 1.0e-04 | 0.0658 | 0.8838 | 0.7923 | 0.7130 | 0.0641 | 0.8767 | 0.7555 | 0.6283
0032 | 00:04:43 |  26.7s | 1.0e-04 | 0.0638 | 0.8825 | 0.7865 | 0.6959 | 0.0643 | 0.8749 | 0.7642 | 0.6407
0033 | 00:05:26 |  11.4s | 1.0e-04 | 0.0624 | 0.8849 | 0.7876 | 0.6997 | 0.0632 | 0.8620 | 0.7782 | 0.6392
0034 | 00:05:55 |  34.5s | 1.0e-04 | 0.0621 | 0.8854 | 0.7910 | 0.7094 | 0.0632 | 0.8595 | 0.7861 | 0.6467
0035 | 00:06:45 |  11.3s | 1.0e-04 | 0.0613 | 0.8867 | 0.7942 | 0.7163 | 0.0621 | 0.8815 | 0.7670 | 0.6595
0036 | 00:07:16 |  35.6s | 1.0e-04 | 0.0617 | 0.8861 | 0.7959 | 0.7216 | 0.0624 | 0.8782 | 0.7596 | 0.6436
0037 | 00:08:11 |  11.0s | 1.0e-04 | 0.0615 | 0.8874 | 0.7967 | 0.7232 | 0.0615 | 0.8634 | 0.7919 | 0.6646
0038 | 00:08:40 |  27.1s | 1.0e-04 | 0.0625 | 0.8872 | 0.8001 | 0.7325 | 0.0605 | 0.8782 | 0.7706 | 0.6598
0039 | 00:09:22 |  11.2s | 1.0e-04 | 0.0619 | 0.8880 | 0.8027 | 0.7391 | 0.0620 | 0.8656 | 0.7971 | 0.6874
0040 | 00:09:52 |  25.0s | 1.0e-04 | 0.0606 | 0.8888 | 0.8050 | 0.7441 | 0.0610 | 0.8803 | 0.7728 | 0.6714
