Starting GATv2 RES (No JK) on cuda:0
Epoch 0001 | 23:46:17 |  25.3s | 1.0e-04 | 0.2025 | 0.7638 | 0.2749 | 0.1624 | 0.1271 | 0.6497 | 0.6193 | 0.3100
Epoch 0002 | 23:46:58 |  25.5s | 1.0e-04 | 0.1132 | 0.7927 | 0.5416 | 0.3730 | 0.1022 | 0.7954 | 0.5746 | 0.3730
Epoch 0003 | 23:47:42 |  11.0s | 1.0e-04 | 0.1045 | 0.8171 | 0.6054 | 0.4150 | 0.0950 | 0.8079 | 0.6142 | 0.3932
Epoch 0004 | 23:48:09 |  25.6s | 1.0e-04 | 0.0978 | 0.8307 | 0.6398 | 0.4468 | 0.0917 | 0.8045 | 0.6481 | 0.4128
Epoch 0005 | 23:48:53 |  10.9s | 1.0e-04 | 0.0929 | 0.8401 | 0.6597 | 0.4645 | 0.0872 | 0.8184 | 0.6553 | 0.4219
Epoch 0006 | 23:49:20 |  22.7s | 1.0e-04 | 0.0900 | 0.8466 | 0.6776 | 0.4877 | 0.0842 | 0.8192 | 0.6796 | 0.4419
Epoch 0007 | 23:49:58 |  11.0s | 1.0e-04 | 0.0878 | 0.8512 | 0.6902 | 0.5060 | 0.0833 | 0.8291 | 0.6932 | 0.4771
Epoch 0008 | 23:50:25 |  23.6s | 1.0e-04 | 0.0851 | 0.8548 | 0.7034 | 0.5273 | 0.0802 | 0.8392 | 0.6934 | 0.4879
Epoch 0009 | 23:51:04 |  10.8s | 1.0e-04 | 0.0848 | 0.8550 | 0.7050 | 0.5284 | 0.0795 | 0.8416 | 0.6999 | 0.4916
Epoch 0010 | 23:51:29 |  22.3s | 1.0e-04 | 0.0811 | 0.8611 | 0.7162 | 0.5460 | 0.0773 | 0.8454 | 0.7140 | 0.5186
Epoch 0011 | 23:52:07 |  11.0s | 1.0e-04 | 0.0784 | 0.8645 | 0.7281 | 0.5729 | 0.0764 | 0.8321 | 0.7339 | 0.5252
Epoch 0012 | 23:52:37 |  23.0s | 1.0e-04 | 0.0770 | 0.8673 | 0.7370 | 0.5862 | 0.0744 | 0.8682 | 0.7087 | 0.5423
Epoch 0013 | 23:53:18 |  11.6s | 1.0e-04 | 0.0773 | 0.8685 | 0.7433 | 0.6014 | 0.0733 | 0.8646 | 0.7212 | 0.5509
Epoch 0014 | 23:53:48 |  24.2s | 1.0e-04 | 0.0747 | 0.8713 | 0.7514 | 0.6167 | 0.0725 | 0.8288 | 0.7535 | 0.5386
Epoch 0015 | 23:54:30 |  11.2s | 1.0e-04 | 0.0807 | 0.8722 | 0.7560 | 0.6282 | 0.2392 | 0.3910 | 0.9400 | 0.5080
Epoch 0016 | 23:55:01 |  25.7s | 1.0e-04 | 0.0826 | 0.8518 | 0.7316 | 0.5660 | 0.0727 | 0.8568 | 0.7329 | 0.5563
Epoch 0017 | 23:55:44 |  11.2s | 1.0e-04 | 0.0815 | 0.8666 | 0.7418 | 0.6010 | 0.0727 | 0.8487 | 0.7481 | 0.5667
Epoch 0018 | 23:56:16 |  28.6s | 1.0e-04 | 0.0716 | 0.8741 | 0.7525 | 0.6190 | 0.0702 | 0.8698 | 0.7189 | 0.5562
Epoch 0019 | 23:57:04 |  11.5s | 1.0e-04 | 0.0701 | 0.8745 | 0.7565 | 0.6296 | 0.0705 | 0.8514 | 0.7513 | 0.5690
Epoch 0020 | 23:57:32 |  27.0s | 1.0e-04 | 0.0701 | 0.8769 | 0.7640 | 0.6455 | 0.0693 | 0.8558 | 0.7420 | 0.5607
Epoch 0021 | 23:58:18 |  11.4s | 1.0e-04 | 0.0707 | 0.8769 | 0.7671 | 0.6531 | 0.0691 | 0.8570 | 0.7505 | 0.5780
Epoch 0022 | 23:58:48 |  24.3s | 1.0e-04 | 0.0688 | 0.8763 | 0.7658 | 0.6486 | 0.0687 | 0.8737 | 0.7344 | 0.5882
Epoch 0023 | 23:59:29 |  11.1s | 1.0e-04 | 0.0678 | 0.8768 | 0.7654 | 0.6463 | 0.0675 | 0.8783 | 0.7316 | 0.5938
Epoch 0024 | 23:59:56 |  25.7s | 1.0e-04 | 0.0764 | 0.8753 | 0.7639 | 0.6453 | 0.0675 | 0.8616 | 0.7538 | 0.5994
Epoch 0025 | 00:00:37 |  11.2s | 1.0e-04 | 0.0677 | 0.8776 | 0.7698 | 0.6577 | 0.0663 | 0.8701 | 0.7428 | 0.5956
Epoch 0026 | 00:01:08 |  22.3s | 1.0e-04 | 0.0668 | 0.8798 | 0.7755 | 0.6736 | 0.0674 | 0.8653 | 0.7592 | 0.6101
Epoch 0027 | 00:01:48 |  11.4s | 1.0e-04 | 0.0659 | 0.8816 | 0.7793 | 0.6808 | 0.0681 | 0.8478 | 0.7773 | 0.6161
Epoch 0028 | 00:02:15 |  26.7s | 1.0e-04 | 0.0665 | 0.8824 | 0.7837 | 0.6913 | 0.0660 | 0.8719 | 0.7556 | 0.6174
Epoch 0029 | 00:02:59 |  11.0s | 1.0e-04 | 0.0668 | 0.8816 | 0.7839 | 0.6925 | 0.0651 | 0.8463 | 0.7824 | 0.6164
Epoch 0030 | 00:03:30 |  26.5s | 1.0e-04 | 0.0664 | 0.8837 | 0.7902 | 0.7088 | 0.0655 | 0.8546 | 0.7812 | 0.6291
Epoch 0031 | 00:04:14 |  11.2s | 1.0e-04 | 0.0658 | 0.8838 | 0.7923 | 0.7130 | 0.0641 | 0.8767 | 0.7555 | 0.6283
Epoch 0032 | 00:04:43 |  26.7s | 1.0e-04 | 0.0638 | 0.8825 | 0.7865 | 0.6959 | 0.0643 | 0.8749 | 0.7642 | 0.6407
Epoch 0033 | 00:05:26 |  11.4s | 1.0e-04 | 0.0624 | 0.8849 | 0.7876 | 0.6997 | 0.0632 | 0.8620 | 0.7782 | 0.6392
Epoch 0034 | 00:05:55 |  34.5s | 1.0e-04 | 0.0621 | 0.8854 | 0.7910 | 0.7094 | 0.0632 | 0.8595 | 0.7861 | 0.6467
Epoch 0035 | 00:06:45 |  11.3s | 1.0e-04 | 0.0613 | 0.8867 | 0.7942 | 0.7163 | 0.0621 | 0.8815 | 0.7670 | 0.6595
Epoch 0036 | 00:07:16 |  35.6s | 1.0e-04 | 0.0617 | 0.8861 | 0.7959 | 0.7216 | 0.0624 | 0.8782 | 0.7596 | 0.6436
Epoch 0037 | 00:08:11 |  11.0s | 1.0e-04 | 0.0615 | 0.8874 | 0.7967 | 0.7232 | 0.0615 | 0.8634 | 0.7919 | 0.6646
Epoch 0038 | 00:08:40 |  27.1s | 1.0e-04 | 0.0625 | 0.8872 | 0.8001 | 0.7325 | 0.0605 | 0.8782 | 0.7706 | 0.6598
Epoch 0039 | 00:09:22 |  11.2s | 1.0e-04 | 0.0619 | 0.8880 | 0.8027 | 0.7391 | 0.0620 | 0.8656 | 0.7971 | 0.6874
Epoch 0040 | 00:09:52 |  25.0s | 1.0e-04 | 0.0606 | 0.8888 | 0.8050 | 0.7441 | 0.0610 | 0.8803 | 0.7728 | 0.6714
Epoch 0041 | 00:10:33 |  11.3s | 1.0e-04 | 0.0599 | 0.8903 | 0.8058 | 0.7467 | 0.0601 | 0.8833 | 0.7778 | 0.6841
Epoch 0042 | 00:11:03 |  11.0s | 1.0e-04 | 0.0580 | 0.8908 | 0.8055 | 0.7440 | 0.0610 | 0.8660 | 0.7996 | 0.6916
Epoch 0043 | 00:11:34 |  26.9s | 1.0e-04 | 0.0575 | 0.8908 | 0.8073 | 0.7485 | 0.0596 | 0.8870 | 0.7765 | 0.6855
Epoch 0044 | 00:12:19 |  11.2s | 1.0e-04 | 0.0588 | 0.8912 | 0.8093 | 0.7540 | 0.0594 | 0.8898 | 0.7749 | 0.6916
Epoch 0045 | 00:12:49 |  27.2s | 1.0e-04 | 0.0586 | 0.8915 | 0.8096 | 0.7540 | 0.0594 | 0.8690 | 0.7985 | 0.6950
Epoch 0046 | 00:13:32 |  11.3s | 1.0e-04 | 0.0577 | 0.8921 | 0.8142 | 0.7657 | 0.0602 | 0.8429 | 0.8260 | 0.6989
Epoch 0047 | 00:13:59 |  28.2s | 1.0e-04 | 0.0592 | 0.8909 | 0.8098 | 0.7567 | 0.0582 | 0.8760 | 0.7849 | 0.6787
Epoch 0048 | 00:14:44 |  11.1s | 1.0e-04 | 0.0580 | 0.8929 | 0.8176 | 0.7731 | 0.0603 | 0.8590 | 0.8139 | 0.7025
Epoch 0049 | 00:15:14 |  36.4s | 1.0e-04 | 0.0579 | 0.8924 | 0.8179 | 0.7733 | 0.0581 | 0.8513 | 0.8198 | 0.7032
Epoch 0050 | 00:16:06 |  11.8s | 1.0e-04 | 0.0587 | 0.8925 | 0.8202 | 0.7775 | 0.0581 | 0.8662 | 0.8143 | 0.7115
Epoch 0051 | 00:16:34 |  24.1s | 1.0e-04 | 0.0581 | 0.8932 | 0.8221 | 0.7811 | 0.0585 | 0.8754 | 0.7997 | 0.7078
Epoch 0052 | 00:17:17 |  11.0s | 1.0e-04 | 0.0573 | 0.8947 | 0.8256 | 0.7897 | 0.0581 | 0.8605 | 0.8219 | 0.7206
Epoch 0053 | 00:17:44 |  27.7s | 1.0e-04 | 0.0570 | 0.8946 | 0.8230 | 0.7832 | 0.0571 | 0.8804 | 0.8009 | 0.7161
Epoch 0054 | 00:18:27 |  11.2s | 1.0e-04 | 0.0560 | 0.8931 | 0.8179 | 0.7715 | 0.0587 | 0.8456 | 0.8351 | 0.7249
Epoch 0055 | 00:18:55 |  26.9s | 1.0e-04 | 0.0569 | 0.8935 | 0.8202 | 0.7783 | 0.0569 | 0.8955 | 0.7899 | 0.7286
Epoch 0056 | 00:19:40 |  11.2s | 1.0e-04 | 0.0575 | 0.8957 | 0.8266 | 0.7928 | 0.0564 | 0.8835 | 0.7985 | 0.7254
Epoch 0057 | 00:20:09 |  34.2s | 1.0e-04 | 0.0562 | 0.8950 | 0.8258 | 0.7896 | 0.0566 | 0.8694 | 0.8136 | 0.7188
Epoch 0058 | 00:21:02 |  11.7s | 1.0e-04 | 0.0538 | 0.8956 | 0.8249 | 0.7878 | 0.0574 | 0.8588 | 0.8279 | 0.7281
Epoch 0059 | 00:21:30 |  28.6s | 1.0e-04 | 0.0553 | 0.8933 | 0.8234 | 0.7825 | 0.0564 | 0.8837 | 0.8000 | 0.7267
Epoch 0060 | 00:22:17 |  11.4s | 1.0e-04 | 0.0551 | 0.8955 | 0.8273 | 0.7941 | 0.0558 | 0.8736 | 0.8155 | 0.7292
Epoch 0061 | 00:22:46 |  31.6s | 1.0e-04 | 0.0542 | 0.8967 | 0.8281 | 0.7947 | 0.0560 | 0.8684 | 0.8226 | 0.7309
Epoch 0062 | 00:23:34 |  11.0s | 1.0e-04 | 0.0538 | 0.8965 | 0.8259 | 0.7901 | 0.0561 | 0.8631 | 0.8263 | 0.7349
Epoch 0063 | 00:24:01 |  55.5s | 1.0e-04 | 0.0534 | 0.8962 | 0.8266 | 0.7907 | 0.0558 | 0.8857 | 0.8112 | 0.7473
Epoch 0064 | 00:25:15 |  11.2s | 1.0e-04 | 0.0531 | 0.8961 | 0.8253 | 0.7871 | 0.0544 | 0.8768 | 0.8068 | 0.7226
Epoch 0065 | 00:25:42 |  39.2s | 1.0e-04 | 0.0541 | 0.8970 | 0.8311 | 0.7997 | 0.0568 | 0.8584 | 0.8355 | 0.7413
Epoch 0066 | 00:26:37 |  11.2s | 1.0e-04 | 0.0538 | 0.8990 | 0.8354 | 0.8103 | 0.0556 | 0.8777 | 0.8146 | 0.7338
Epoch 0067 | 00:27:08 |  43.6s | 1.0e-04 | 0.0540 | 0.8974 | 0.8329 | 0.8051 | 0.0554 | 0.8801 | 0.8184 | 0.7437
Epoch 0068 | 00:28:11 |  11.4s | 1.0e-04 | 0.0541 | 0.8964 | 0.8315 | 0.8018 | 0.0559 | 0.8566 | 0.8332 | 0.7331
Epoch 0069 | 00:28:38 |  36.6s | 1.0e-04 | 0.0549 | 0.8971 | 0.8330 | 0.8050 | 0.0546 | 0.8699 | 0.8267 | 0.7447
Epoch 0070 | 00:29:36 |  11.0s | 1.0e-04 | 0.0546 | 0.8982 | 0.8351 | 0.8073 | 0.0549 | 0.8761 | 0.8211 | 0.7412
Epoch 0071 | 00:30:02 |  32.5s | 1.0e-04 | 0.0531 | 0.8981 | 0.8329 | 0.8041 | 0.0545 | 0.8978 | 0.8053 | 0.7593
Epoch 0072 | 00:30:53 |  11.3s | 1.0e-04 | 0.0531 | 0.8968 | 0.8299 | 0.7984 | 0.0537 | 0.8740 | 0.8259 | 0.7502
Epoch 0073 | 00:31:24 |  30.3s | 1.0e-04 | 0.0534 | 0.8992 | 0.8362 | 0.8121 | 0.0541 | 0.8777 | 0.8230 | 0.7514
Epoch 0074 | 00:32:15 |  10.9s | 1.0e-04 | 0.0535 | 0.9004 | 0.8376 | 0.8145 | 0.0545 | 0.8805 | 0.8289 | 0.7661
Epoch 0075 | 00:32:42 |  40.2s | 1.0e-04 | 0.0532 | 0.8981 | 0.8340 | 0.8079 | 0.0534 | 0.8693 | 0.8322 | 0.7547
Epoch 0076 | 00:33:40 |  11.5s | 1.0e-04 | 0.0530 | 0.8980 | 0.8321 | 0.8034 | 0.0530 | 0.8903 | 0.8169 | 0.7617
Epoch 0077 | 00:34:09 |  38.9s | 1.0e-04 | 0.0540 | 0.9011 | 0.8407 | 0.8227 | 0.0531 | 0.8778 | 0.8260 | 0.7586
Epoch 0078 | 00:35:06 |  11.1s | 1.0e-04 | 0.0522 | 0.9012 | 0.8410 | 0.8222 | 0.0538 | 0.8802 | 0.8273 | 0.7640
Epoch 0079 | 00:35:33 |  30.3s | 1.0e-04 | 0.0514 | 0.9012 | 0.8399 | 0.8198 | 0.0538 | 0.8907 | 0.8222 | 0.7731
Epoch 0080 | 00:36:22 |  20.2s | 1.0e-04 | 0.0506 | 0.9016 | 0.8400 | 0.8209 | 0.0545 | 0.8848 | 0.8138 | 0.7475
Epoch 0081 | 00:37:03 |  22.2s | 1.0e-04 | 0.0503 | 0.8987 | 0.8321 | 0.8035 | 0.0519 | 0.8927 | 0.8117 | 0.7586
Epoch 0082 | 00:37:45 |  20.1s | 1.0e-04 | 0.0500 | 0.8987 | 0.8328 | 0.8039 | 0.0521 | 0.8875 | 0.8160 | 0.7600
Epoch 0083 | 00:38:23 |  12.9s | 1.0e-04 | 0.0517 | 0.9016 | 0.8404 | 0.8208 | 0.0538 | 0.8569 | 0.8392 | 0.7452
Epoch 0084 | 00:38:54 |  34.8s | 1.0e-04 | 0.0514 | 0.9019 | 0.8415 | 0.8223 | 0.0529 | 0.8908 | 0.8162 | 0.7630
Epoch 0085 | 00:39:45 |  11.3s | 1.0e-04 | 0.0518 | 0.9010 | 0.8414 | 0.8228 | 0.0534 | 0.8642 | 0.8421 | 0.7631
Epoch 0086 | 00:40:15 |  31.5s | 1.0e-04 | 0.0513 | 0.9013 | 0.8428 | 0.8257 | 0.0523 | 0.8862 | 0.8233 | 0.7651
Epoch 0087 | 00:41:06 |  11.3s | 1.0e-04 | 0.0506 | 0.9009 | 0.8395 | 0.8189 | 0.0528 | 0.8979 | 0.8164 | 0.7805
Epoch 0088 | 00:41:34 |  35.3s | 1.0e-04 | 0.0510 | 0.9008 | 0.8413 | 0.8213 | 0.0522 | 0.8963 | 0.8139 | 0.7688
Epoch 0089 | 00:42:25 |  11.6s | 1.0e-04 | 0.0516 | 0.9037 | 0.8487 | 0.8385 | 0.0533 | 0.8790 | 0.8347 | 0.7742
Epoch 0090 | 00:42:53 |  34.2s | 1.0e-04 | 0.0512 | 0.9041 | 0.8483 | 0.8381 | 0.0512 | 0.8875 | 0.8254 | 0.7728
Epoch 0091 | 00:43:47 |  11.1s | 1.0e-04 | 0.0518 | 0.9006 | 0.8410 | 0.8225 | 0.0512 | 0.8861 | 0.8313 | 0.7840
Epoch 0092 | 00:44:15 |  31.2s | 1.0e-04 | 0.0512 | 0.9023 | 0.8448 | 0.8301 | 0.0523 | 0.8652 | 0.8429 | 0.7672
Epoch 0093 | 00:45:05 |  11.1s | 1.0e-04 | 0.0511 | 0.9040 | 0.8488 | 0.8389 | 0.0528 | 0.8694 | 0.8534 | 0.7907
Epoch 0094 | 00:45:35 |  33.9s | 1.0e-04 | 0.0507 | 0.9037 | 0.8482 | 0.8377 | 0.0509 | 0.8919 | 0.8236 | 0.7800
Epoch 0095 | 00:46:27 |  11.1s | 1.0e-04 | 0.0503 | 0.9026 | 0.8450 | 0.8304 | 0.0508 | 0.8786 | 0.8303 | 0.7679
Epoch 0096 | 00:46:55 |  33.9s | 1.0e-04 | 0.0506 | 0.9028 | 0.8470 | 0.8350 | 0.0502 | 0.8773 | 0.8297 | 0.7663
Epoch 0097 | 00:47:44 |  11.2s | 1.0e-04 | 0.0513 | 0.9032 | 0.8497 | 0.8394 | 0.0512 | 0.8685 | 0.8505 | 0.7836
Epoch 0098 | 00:48:14 |  38.4s | 1.0e-04 | 0.0516 | 0.9028 | 0.8479 | 0.8370 | 0.0525 | 0.8596 | 0.8516 | 0.7765
Epoch 0099 | 00:49:13 |  11.1s | 1.0e-04 | 0.0501 | 0.9031 | 0.8475 | 0.8365 | 0.0512 | 0.8747 | 0.8370 | 0.7718
Epoch 0100 | 00:49:39 |  45.1s | 1.0e-04 | 0.0493 | 0.9040 | 0.8485 | 0.8388 | 0.0521 | 0.8717 | 0.8444 | 0.7799
Epoch 0101 | 00:50:40 |  11.3s | 1.0e-04 | 0.0484 | 0.9044 | 0.8497 | 0.8404 | 0.0512 | 0.8964 | 0.8178 | 0.7783
Epoch 0102 | 00:51:09 |  30.4s | 1.0e-04 | 0.0485 | 0.9043 | 0.8475 | 0.8351 | 0.0504 | 0.9021 | 0.8160 | 0.7887
Epoch 0103 | 00:51:59 |  10.9s | 1.0e-04 | 0.0488 | 0.9035 | 0.8465 | 0.8347 | 0.0495 | 0.8919 | 0.8289 | 0.7886
Epoch 0104 | 00:52:27 |  35.4s | 1.0e-04 | 0.0491 | 0.9037 | 0.8464 | 0.8328 | 0.0511 | 0.8886 | 0.8343 | 0.7926
Epoch 0105 | 00:53:20 |  11.4s | 1.0e-04 | 0.0487 | 0.9037 | 0.8489 | 0.8391 | 0.0509 | 0.8873 | 0.8366 | 0.7914
Epoch 0106 | 00:53:49 |  30.3s | 1.0e-04 | 0.0487 | 0.9034 | 0.8465 | 0.8328 | 0.0511 | 0.9109 | 0.8091 | 0.7984
Epoch 0107 | 00:54:38 |  25.1s | 1.0e-04 | 0.0486 | 0.9008 | 0.8433 | 0.8266 | 0.0492 | 0.8930 | 0.8267 | 0.7890
Epoch 0108 | 00:55:22 |  24.4s | 1.0e-04 | 0.0491 | 0.9018 | 0.8459 | 0.8321 | 0.0495 | 0.8968 | 0.8227 | 0.7911
Epoch 0109 | 00:56:01 |  23.1s | 1.0e-04 | 0.0493 | 0.9034 | 0.8496 | 0.8393 | 0.0496 | 0.8928 | 0.8366 | 0.8028
Epoch 0110 | 00:56:42 |  33.0s | 1.0e-04 | 0.0488 | 0.9036 | 0.8486 | 0.8374 | 0.0502 | 0.8975 | 0.8285 | 0.7989
Epoch 0111 | 00:57:33 |  22.2s | 1.0e-04 | 0.0485 | 0.9036 | 0.8482 | 0.8373 | 0.0499 | 0.9028 | 0.8152 | 0.7877
Epoch 0112 | 00:58:15 |  29.5s | 1.0e-04 | 0.0472 | 0.9039 | 0.8475 | 0.8358 | 0.0491 | 0.8844 | 0.8371 | 0.7896
Epoch 0113 | 00:59:02 |  24.2s | 1.0e-04 | 0.0471 | 0.9051 | 0.8494 | 0.8410 | 0.0512 | 0.8658 | 0.8589 | 0.7979
Epoch 0114 | 00:59:45 |  31.8s | 1.0e-04 | 0.0483 | 0.9047 | 0.8527 | 0.8468 | 0.0494 | 0.8863 | 0.8346 | 0.7874
Epoch 0115 | 01:00:33 |  28.9s | 1.0e-04 | 0.0480 | 0.9059 | 0.8539 | 0.8493 | 0.0498 | 0.8754 | 0.8446 | 0.7857
Epoch 0116 | 01:01:18 |  30.6s | 1.0e-04 | 0.0472 | 0.9045 | 0.8490 | 0.8380 | 0.0495 | 0.8877 | 0.8419 | 0.8022
Epoch 0117 | 01:02:08 |  21.7s | 1.0e-04 | 0.0465 | 0.9043 | 0.8474 | 0.8351 | 0.0499 | 0.8935 | 0.8335 | 0.7995
Epoch 0118 | 01:02:47 |  31.9s | 1.0e-04 | 0.0471 | 0.9032 | 0.8455 | 0.8325 | 0.0496 | 0.8842 | 0.8432 | 0.8000
