Starting GATv2 NO-RES (No JK) on cuda:1
Epoch 0001 | 23:52:16 |  31.9s | 1.0e-04 | 0.2532 | 0.6918 | 0.1546 | 0.1252 | 0.1436 | 0.6729 | 0.3476 | 0.2361
Epoch 0002 | 23:53:06 |  31.1s | 1.0e-04 | 0.1398 | 0.6805 | 0.4192 | 0.3267 | 0.1259 | 0.6757 | 0.3968 | 0.3237
Epoch 0003 | 23:53:56 |  19.7s | 1.0e-04 | 0.1299 | 0.6778 | 0.4425 | 0.3599 | 0.1202 | 0.6558 | 0.4322 | 0.3232
Epoch 0004 | 23:54:35 |  31.3s | 1.0e-04 | 0.1263 | 0.6823 | 0.4655 | 0.3725 | 0.1198 | 0.6664 | 0.4517 | 0.3407
Epoch 0005 | 23:55:30 |  22.8s | 1.0e-04 | 0.1236 | 0.6840 | 0.4828 | 0.3811 | 0.1191 | 0.6769 | 0.4652 | 0.3504
Epoch 0006 | 23:56:12 |  33.1s | 1.0e-04 | 0.1225 | 0.6850 | 0.4926 | 0.3835 | 0.1157 | 0.6744 | 0.4641 | 0.3404
Epoch 0007 | 23:57:05 |  18.4s | 1.0e-04 | 0.1216 | 0.6881 | 0.5007 | 0.3828 | 0.1155 | 0.6741 | 0.4984 | 0.3517
Epoch 0008 | 23:57:41 |  33.1s | 1.0e-04 | 0.1214 | 0.6954 | 0.5165 | 0.3895 | 0.1137 | 0.6846 | 0.4788 | 0.3492
Epoch 0009 | 23:58:17 |  16.9s | 1.0e-04 | 0.1195 | 0.7054 | 0.5210 | 0.3887 | 0.1128 | 0.7081 | 0.4794 | 0.3542
Epoch 0010 | 23:59:08 |  41.9s | 1.0e-04 | 0.1196 | 0.7060 | 0.5286 | 0.3938 | 0.1124 | 0.6953 | 0.4905 | 0.3467
Epoch 0011 | 00:00:14 |  29.1s | 1.0e-04 | 0.1135 | 0.7424 | 0.5462 | 0.4001 | 0.1093 | 0.7573 | 0.5158 | 0.3647
Epoch 0012 | 00:01:04 |  44.6s | 1.0e-04 | 0.1106 | 0.7635 | 0.5694 | 0.4060 | 0.1034 | 0.7362 | 0.5778 | 0.3626
Epoch 0013 | 00:02:08 |  20.2s | 1.0e-04 | 0.1072 | 0.7756 | 0.5945 | 0.4178 | 0.1026 | 0.7620 | 0.5905 | 0.3791
Epoch 0014 | 00:02:49 |  46.8s | 1.0e-04 | 0.1028 | 0.7853 | 0.6114 | 0.4212 | 0.0993 | 0.7556 | 0.6219 | 0.3830
Epoch 0015 | 00:03:57 |  21.0s | 1.0e-04 | 0.0966 | 0.7938 | 0.6254 | 0.4238 | 0.0963 | 0.7956 | 0.6098 | 0.4031
Epoch 0016 | 00:04:38 |  47.7s | 1.0e-04 | 0.0953 | 0.8015 | 0.6381 | 0.4339 | 0.0950 | 0.7451 | 0.6808 | 0.4093
Epoch 0017 | 00:05:47 |  18.8s | 1.0e-04 | 0.0947 | 0.8085 | 0.6536 | 0.4523 | 0.0927 | 0.8010 | 0.6454 | 0.4300
Epoch 0018 | 00:06:24 |  38.7s | 1.0e-04 | 0.0935 | 0.8149 | 0.6686 | 0.4690 | 0.0910 | 0.8056 | 0.6518 | 0.4281
Epoch 0019 | 00:07:27 |  18.0s | 1.0e-04 | 0.0925 | 0.8199 | 0.6833 | 0.4944 | 0.0897 | 0.7904 | 0.6795 | 0.4319
Epoch 0020 | 00:08:04 |  42.9s | 1.0e-04 | 0.0906 | 0.8249 | 0.6850 | 0.4932 | 0.0872 | 0.8078 | 0.6536 | 0.4267
Epoch 0021 | 00:09:06 |  22.4s | 1.0e-04 | 0.0889 | 0.8290 | 0.6850 | 0.4913 | 0.0866 | 0.8076 | 0.6695 | 0.4441
Epoch 0022 | 00:09:51 |  42.1s | 1.0e-04 | 0.0870 | 0.8303 | 0.6875 | 0.4937 | 0.0870 | 0.8067 | 0.6822 | 0.4508
Epoch 0023 | 00:10:53 |  23.1s | 1.0e-04 | 0.0853 | 0.8329 | 0.6889 | 0.4928 | 0.0861 | 0.8341 | 0.6532 | 0.4540
Epoch 0024 | 00:11:37 |  47.4s | 1.0e-04 | 0.0867 | 0.8347 | 0.6970 | 0.5123 | 0.0842 | 0.8326 | 0.6600 | 0.4582
Epoch 0025 | 00:12:47 |  18.8s | 1.0e-04 | 0.0874 | 0.8361 | 0.7035 | 0.5266 | 0.0827 | 0.8174 | 0.6725 | 0.4432
Epoch 0026 | 00:13:28 |  35.2s | 1.0e-04 | 0.0858 | 0.8373 | 0.7036 | 0.5235 | 0.0828 | 0.8395 | 0.6593 | 0.4571
Epoch 0027 | 00:14:22 |  31.0s | 1.0e-04 | 0.0852 | 0.8398 | 0.7059 | 0.5252 | 0.0829 | 0.8123 | 0.7021 | 0.4716
Epoch 0028 | 00:15:12 |  48.5s | 1.0e-04 | 0.0843 | 0.8433 | 0.7117 | 0.5394 | 0.0820 | 0.8300 | 0.6768 | 0.4675
